Scraping time;Link;Price;Availability;Rozšířená záruka;Úhlopříčka;Typ rozlišení;Rozlišení;Typ panelu;Obnovovací frekvence;Odezva;Maximální jas;Barevná hloubka;Kontrast;Konstrukce;Typ připojení;Další připojení;Kabely v balení;Hlavní funkce;Další funkce;Barva;Šířka;Výška;Hloubka;Hmotnost;Spotřeba v SDR režimu;Energetická třída v SDR režimu;Typická spotřeba;Stand-by spotřeba (pohotovostní);Země;Povrch displeje;Poměr stran;HDMI;DisplayPort;USB-C;USB;Barevné pokrytí (sRGB);Maximální výkon Power Delivery;VESA uchycení;Synchronizace obrazu;Spotřeba v HDR režimu;Energetická třída v HDR režimu;Maximální spotřeba;Barevné pokrytí (Adobe RGB);VGA;Třída energetické účinnosti;Aplikace;Thunderbolt / USB 4;Provozní čas;Provozní teplota (min.);Provozní teplota (max.);Relativní vlhkost (min.);Relativní vlhkost (max.);mini DisplayPort;DVI;Maximální rozlišení;Obnovovací frekvence panelu;Technologie;Další vlastnosti obrazu;Podporované HDR standardy;Operační systém;Typ;Modelový rok;SMART funkce;Kompatibilita s hlasovým asistentem;Multimediální funkce;Herní funkce;Bezdrátové připojení;Vstupy a výstupy;Typ tuneru;Výška bez podstavce;Šířka podstavce / rozteč nožiček;Ovladač v balení;Hloubka bez podstavce;Úhlopříčka displeje;Platforma;Konektivita;Obnovovací frekvence displeje;Typ grafické karty;Konvertibilita;Optická mechanika;Výška maximální;Podsvícení
2023-11-17 16:41:30;https://www.alza.cz/27-aoc-u27v4ea-levne-d6461924.htm#parametry;4 600;Rozbaleno skladem;Prodloužená záruka;"27"" (68,58 cm)";4K;3840 × 2160 px;IPS;60 Hz;4 ms;350 cd/m2;10 bit;1000:1;Rovná;DisplayPort 1.2, HDMI 2.0;Sluchátkový výstup;;Reproduktory, Flicker-free, Filtr modrého světla;;Černá;61,37 cm;46,2 cm;18,72 cm;5,13 kg;26 kWh/1000h;F;33 W;0,5 W;Česko, Slovensko, Maďarsko, Německo, Rusko, Rakousko, Chorvatsko, Francie, Polsko, Rumunsko, Slovinsko;Antireflexní;16:9;2 ×;1 ×;;;112 %;;100×100;G-Sync kompatibilní;;;33 W;83 %;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2023-11-17 16:41:31;https://www.alza.cz/23-8-hp-m24-webcam-levne-d7594955.htm#parametry;3 592;Rozbaleno skladem;;"23,8"" (60,45 cm)";Full HD;1920 × 1080 px;IPS;75 Hz;;300 cd/m2;;1000:1;Rovná;DisplayPort 1.2, HDMI 1.4, USB-C;;HDMI, USB;Reproduktory, Nastavitelná výška, Filtr modrého světla;Webkamera, Power Delivery;Černá, Stříbrná;53,95 cm;52,34 cm;21,14 cm;6,3 kg;16 kWh/1000h;E;;;Česko, Slovensko, Maďarsko, Německo, Rusko, Rakousko, Chorvatsko, Francie, Polsko, Rumunsko, Slovinsko;Antireflexní;16:9;1 ×;1 ×;1 ×;2 ×;99 %;65 W;100×100;FreeSync;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2023-11-17 16:41:34;https://www.alza.cz/32-gigabyte-aorus-fi32u-levne-d6750668.htm#parametry;16 967;Rozbaleno skladem;;"31,5"" (80,01 cm)";4K;3840 × 2160 px;IPS;144 Hz;;350 cd/m2;8 bit;1000:1;Rovná;DisplayPort 1.4, HDMI 2.1, USB-C;Sluchátkový výstup, USB 3.2 Gen 1 (USB 3.0);;Nastavitelná výška, HDR, Pivot, Flicker-free, Filtr modrého světla;;Černá;71,8 cm;59,8 cm;28,3 cm;10,9 kg;40 kWh/1000h;G;102 W;0,5 W;;Matný;16:9;2 ×;1 ×;1 ×;2 ×;123 %;;100×100;FreeSync;51 kWh/1000h;G;120 W;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2023-11-17 16:41:36;https://www.alza.cz/27-hp-e27q-g4-levne-d6694785.htm#parametry;5 732;Rozbaleno skladem;;"27"" (68,58 cm)";Quad HD;2560 × 1440 px;IPS;60 Hz;5 ms;250 cd/m2;;1000:1;Rovná;DisplayPort 1.2, HDMI 1.4, VGA;USB 3.2 Gen 1 (USB 3.0);HDMI, DisplayPort, USB;Nastavitelná výška, Pivot, Flicker-free, Filtr modrého světla;;Černá, Stříbrná;61,33 cm;53,6 cm;21,6 cm;7 kg;22 kWh/1000h;E;;;;Matný, Antireflexní;16:9;1 ×;1 ×;;5 ×;99 %;;100×100;;;;;;1 ×;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2023-11-17 16:41:37;https://www.alza.cz/28-samsung-odyssey-g70b-levne-d7734394.htm#parametry;11 130;Rozbaleno skladem;Bez rozšířené záruky;"28"" (71,12 cm)";4K;3840 × 2160 px;IPS;144 Hz;1 ms;350 cd/m2;10 bit;1000:1;Rovná;DisplayPort 1.4, HDMI 2.1;RJ-45 (LAN), Sluchátkový výstup, WiFi, USB 3.2 Gen 1 (USB 3.0);DisplayPort;Nastavitelná výška, HDR, Pivot, Flicker-free, Filtr modrého světla;Automatická regulace jasu, SMART;Černá;63,8 cm;57,7 cm;24,5 cm;7 kg;33 kWh/1000h;F;;;Česko, Slovensko, Maďarsko, Německo, Rusko, Rakousko, Chorvatsko, Francie, Polsko, Rumunsko, Slovinsko;Matný;16:9;2 ×;1 ×;;;;;100×100;G-Sync kompatibilní;55 kWh/1000h;G;;;;;O2 TV, YouTube, NETFLIX, Voyo, Disney+;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2023-11-17 16:41:39;https://www.alza.cz/31-5-dell-gaming-g3223q-levne-d7242553.htm#parametry;13 358;Rozbaleno skladem;;"31,5"" (80,01 cm)";4K;3840 × 2160 px;IPS;144 Hz;1 ms;400 cd/m2;;1000:1;Rovná;DisplayPort 1.4, HDMI 2.1;Sluchátkový výstup;HDMI, DisplayPort, USB;Nastavitelná výška, HDR, Flicker-free, Filtr modrého světla;;Černá;72,53 cm;45,9 cm;24,69 cm;8,83 kg;34 kWh/1000h;G;;;Česko, Slovensko, Maďarsko, Německo, Rusko, Rakousko, Chorvatsko, Francie, Polsko, Rumunsko, Slovinsko;Matný;16:9;2 ×;1 ×;;3 ×;;;100×100;FreeSync;36 kWh/1000h;G;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2023-11-17 16:41:41;https://www.alza.cz/24-philips-24m1n3200zs-00-levne-d7987760.htm#parametry;3 284;Rozbaleno skladem;Prodloužená záruka;"23,8"" (60,45 cm)";Full HD;1920 × 1080 px;IPS;165 Hz;1 ms;250 cd/m2;8 bit;1000:1;Rovná;DisplayPort 1.2, HDMI 2.0;Sluchátkový výstup;HDMI, DisplayPort;Flicker-free, Filtr modrého světla;;Černá;54 cm;41,6 cm;19,3 cm;3,5 kg;24,2 kWh/1000h;E;;;Česko, Slovensko, Maďarsko, Německo, Rusko, Rakousko, Chorvatsko, Francie, Polsko, Rumunsko, Slovinsko;Antireflexní;16:9;2 ×;1 ×;;;124 %;;100×100;G-Sync kompatibilní;;;;90 %;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2023-11-17 16:41:43;https://www.alza.cz/15-prenosny-lcd-monitor-misura-levne-d7686122.htm#parametry;10 177;Rozbaleno skladem;;"15"" (38,1 cm)";Full HD;1920 × 1080 px;IPS;60 Hz;30 ms;250 cd/m2;24 bit;1000:1;Rovná;HDMI 2.0, USB-C;;HDMI, USB-C, USB;HDR, Filtr modrého světla;;Stříbrná;39,5 cm;25 cm;24,5 cm;1,63 kg;5 kWh/1000h;A;;;;Matný;16:9;2 ×;;4 ×;;;;;;6 kWh/1000h;B;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2023-11-17 16:41:45;https://www.alza.cz/15-prenosny-lcd-monitor-misura-sleva-d7812769.htm#parametry;9 422;Zánovní skladem;;"15"" (38,1 cm)";Full HD;1920 × 1080 px;IPS;60 Hz;30 ms;250 cd/m2;24 bit;1000:1;Rovná;HDMI 2.0, USB-C;;HDMI, USB-C, USB;HDR, Filtr modrého světla;;Stříbrná;39,5 cm;25 cm;24,5 cm;1,63 kg;5 kWh/1000h;A;;;;Matný;16:9;2 ×;;4 ×;;;;;;6 kWh/1000h;B;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2023-11-17 16:41:46;https://www.alza.cz/15-6-verbatim-pmt-15-levne-d7690598.htm#parametry;4 559;Rozbaleno skladem;Bez rozšířené záruky;"15,6"" (39,62 cm)";Full HD;1920 × 1080 px;IPS;60 Hz;6 ms;300 cd/m2;;1200:1;Přenosná;HDMI 1.4, USB-C;USB 2.0, Sluchátkový výstup;HDMI, USB-C, USB;Reproduktory, HDR, Filtr modrého světla;Dotyková obrazovka, Power Delivery;Černá;35,7 cm;22,4 cm;6 cm;0,98 kg;8 kWh/1000h;A;;;Česko, Slovensko, Maďarsko, Německo, Rusko, Rakousko, Chorvatsko, Francie, Polsko, Rumunsko, Slovinsko;Lesklý;16:9;1 ×;;2 ×;1 ×;;;;FreeSync;8 kWh/1000h;A;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2023-11-17 16:41:48;https://www.alza.cz/27-rapture-vide-iff27165-levne-d8067937.htm#parametry;4 392;Rozbaleno skladem;;"27"" (68,58 cm)";Full HD;1920 × 1080 px;IPS;165 Hz;1 ms;300 cd/m2;8 bit;1000:1;Rovná;DisplayPort 1.4, HDMI 2.1;Sluchátkový výstup;;HDR, Flicker-free, Filtr modrého světla;;Černá;61,6 cm;46,5 cm;25,2 cm;4,6 kg;20 kWh/1000h;E;;;Česko, Slovensko;Antireflexní;16:9;2 ×;2 ×;;;96 %;;100×100;;37 kWh/1000h;E;;75 %;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2023-11-17 16:41:49;https://www.alza.cz/24-24p626f-d7434402.htm#parametry;3 199;Skladem 3 ks;Prodloužená záruka;"23,8"" (60,45 cm)";Full HD;1920 × 1080 px;IPS;75 Hz;5 ms;250 cd/m2;8 bit;1200:1;Rovná;DisplayPort 1.2, HDMI 1.4, VGA;Sluchátkový výstup;HDMI;Flicker-free, Filtr modrého světla;;Titanová;53,87 cm;31,79 cm;3,68 cm;2,7 kg;18 kWh/1000h;E;;;Česko, Slovensko, Maďarsko, Německo, Rusko, Rakousko, Chorvatsko, Francie, Polsko, Rumunsko, Slovinsko;Antireflexní;16:9;1 ×;1 ×;;;100 %;;75×75;FreeSync;18 kWh/1000h;E;;;1 ×;E;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2023-11-17 16:41:51;https://www.alza.cz/32-samsung-odyssey-g8-neo-sleva-d7980281.htm#parametry;21 832;Zánovní skladem;Bez rozšířené záruky;"32"" (81,28 cm)";4K;3840 × 2160 px;Mini LED;240 Hz;1 ms;350 cd/m2;;;Prohnutá;DisplayPort 1.4, HDMI 2.1;Sluchátkový výstup, USB 3.2 Gen 1 (USB 3.0);DisplayPort;Nastavitelná výška, HDR, Pivot, Flicker-free, Filtr modrého světla;Obraz v obraze (PiP);Bílá, Černá;71,3 cm;60,6 cm;31,1 cm;8,9 kg;41 kWh/1000h;G;;;Česko, Slovensko, Maďarsko, Německo, Rusko, Rakousko, Chorvatsko, Francie, Polsko, Rumunsko, Slovinsko;Matný;16:9;2 ×;1 ×;;2 ×;;;100×100;FreeSync;104 kWh/1000h;G;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2023-11-17 16:41:53;https://www.alza.cz/41-5-asus-rog-swift-oled-pg42uq-sleva-d7788091.htm#parametry;27 293;Zánovní skladem;Prodloužená záruka;"42"" (106,68 cm)";4K;3840 × 2160 px;OLED;138 Hz;0,1 ms;450 cd/m2;10 bit;;Rovná;DisplayPort 1.4, HDMI 2.0, HDMI 2.1;Sluchátkový výstup, USB 3.2 Gen 1 (USB 3.0);HDMI, DisplayPort, USB;Reproduktory, Flicker-free, Filtr modrého světla;;Černá;93,2 cm;25,5 cm;6,1 cm;13,6 kg;;;300 W;0,3 W;;Matný;16:9;4 ×;1 ×;;4 ×;133 %;;300×300;G-Sync kompatibilní;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2023-11-17 16:41:55;https://www.alza.cz/32-samsung-u32r590-levne-d5656912.htm#parametry;8 192;Rozbaleno skladem;;"32"" (81,28 cm)";4K;3840 × 2160 px;VA;60 Hz;4 ms;250 cd/m2;10 bit;2500:1;Prohnutá;DisplayPort, DisplayPort 1.2, HDMI 1.4, HDMI 2.0;Sluchátkový výstup;HDMI;Filtr modrého světla;;Černá;71,27 cm;51,5 cm;23,8 cm;5,5 kg;39 kWh/1000h;G;39 W;0,3 W;;Matný;16:9;;;;;103 %;;;;;;59 W;76 %;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2023-11-17 16:41:56;https://www.alza.cz/16-prenosny-lcd-monitor-misura-sleva-d8081786.htm#parametry;5 800;Zánovní skladem;;"16"" (40,64 cm)";Full HD;1920 × 1080 px;IPS;60 Hz;30 ms;300 cd/m2;;1200:1;Přenosná;HDMI 2.0, USB-C;;HDMI, USB-C, USB;Reproduktory, HDR, Filtr modrého světla;Dotyková obrazovka;Černá;43 cm;28 cm;9 cm;1,2 kg;;;;;;Lesklý;16:9;1 ×;;2 ×;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2023-11-17 16:41:57;https://www.alza.cz/31-5-msi-g321cu-levne-d7739697.htm#parametry;12 784;Rozbaleno skladem;Bez rozšířené záruky;"31,5"" (80,01 cm)";4K;3840 × 2160 px;VA;144 Hz;1 ms;300 cd/m2;10 bit;3000:1;Prohnutá;DisplayPort 1.4, HDMI 2.1;Sluchátkový výstup;;HDR, Flicker-free, Filtr modrého světla;Obraz v obraze (PiP), Power Delivery;Černá;71,05 cm;52,82 cm;24,93 cm;5,9 kg;33 kWh/1000h;G;;;;Antireflexní;16:9;2 ×;1 ×;1 ×;;114 %;;100×100;FreeSync;65 kWh/1000h;G;;90 %;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2023-11-17 16:41:59;https://www.alza.cz/27-benq-pd2700u-levne-d5504282.htm#parametry;10 652;Rozbaleno skladem;Prodloužená záruka;"27"" (68,58 cm)";4K;3840 × 2160 px;IPS;60 Hz;5 ms;350 cd/m2;10 bit;1300:1;Rovná;DisplayPort, DisplayPort 1.2, HDMI 2.0, mini DisplayPort;Sluchátkový výstup, USB 3.2 Gen 1 (USB 3.0);HDMI, DisplayPort, USB;Reproduktory, Nastavitelná výška, HDR, Pivot, Flicker-free, Filtr modrého světla;Automatická regulace jasu;Černá;61,38 cm;42,75 cm;23,07 cm;7,7 kg;27 kWh/1000h;G;30 W;0,5 W;;Matný;16:9;1 ×;1 ×;;;100 %;;100×100;;;;80 W;;;;;;;;;;;1 ×;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2023-11-17 16:42:01;https://www.alza.cz/34-dell-s3422dw-levne-d6634690.htm#parametry;8 437;Rozbaleno skladem;;"34"" (86,36 cm)";Ultra Wide QHD;3440 × 1440 px;VA;100 Hz;4 ms;300 cd/m2;;3000:1;Prohnutá;DisplayPort 1.2, HDMI 2.0;Sluchátkový výstup;HDMI, USB;Reproduktory, Nastavitelná výška, Flicker-free, Filtr modrého světla;;Stříbrná;80,77 cm;38,86 cm;21,08 cm;10,2 kg;32 kWh/1000h;G;;;Česko, Slovensko, Maďarsko, Německo, Rusko, Rakousko, Chorvatsko, Francie, Polsko, Rumunsko, Slovinsko;Matný;21:9;2 ×;1 ×;;3 ×;99 %;;100×100;FreeSync;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2023-11-17 16:42:02;https://www.alza.cz/31-5-dell-p3223de-professional-levne-d7200753.htm#parametry;11 391;Rozbaleno skladem;;"31,5"" (80,01 cm)";Quad HD;2560 × 1440 px;IPS;60 Hz;8 ms;350 cd/m2;;1000:1;Rovná;DisplayPort 1.4, HDMI 1.4, USB-C;RJ-45 (LAN), USB 3.2 Gen 2 (USB 3.1);DisplayPort, USB-C, USB;Nastavitelná výška, Pivot, Flicker-free, Filtr modrého světla;Power Delivery;Černá, Stříbrná;71,24 cm;61,72 cm;23,01 cm;11,7 kg;30 kWh/1000h;F;29,9 W;0,3 W;Česko, Slovensko, Maďarsko, Německo, Rusko, Rakousko, Chorvatsko, Francie, Polsko, Rumunsko, Slovinsko;Matný;16:9;1 ×;1 ×;1 ×;4 ×;99 %;;100×100;;;;;;;F;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2023-11-17 16:42:04;https://www.alza.cz/32-gigabyte-m32u-levne-d6753439.htm#parametry;14 424;Rozbaleno skladem;;"32"" (81,28 cm)";4K;3840 × 2160 px;IPS;144 Hz;1 ms;350 cd/m2;10 bit;1000:1;Rovná;DisplayPort 1.4, HDMI 2.1, USB-C;;;Reproduktory, Nastavitelná výška, HDR, Flicker-free;;Černá;71,53 cm;58,53 cm;24,43 cm;10,35 kg;33 kWh/1000h;G;;;Česko, Slovensko, Maďarsko, Německo, Rusko, Rakousko, Chorvatsko, Francie, Polsko, Rumunsko, Slovinsko;Matný;16:9;2 ×;1 ×;1 ×;2 ×;123 %;;;;80 kWh/1000h;G;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2023-11-17 16:42:05;https://www.alza.cz/31-5-msi-g322c-levne-d7768811.htm#parametry;6 516;Rozbaleno skladem;Bez rozšířené záruky;"31,5"" (80,01 cm)";Full HD;1920 × 1080 px;VA;170 Hz;1 ms;250 cd/m2;8 bit;3000:1;Prohnutá;DisplayPort 1.2, HDMI 2.0;Sluchátkový výstup;;Filtr modrého světla;;Černá;70,1 cm;49,5 cm;24,9 cm;6,4 kg;26 kWh/1000h;E;;;Česko, Slovensko, Maďarsko, Německo, Rusko, Rakousko, Chorvatsko, Francie, Polsko, Rumunsko, Slovinsko;Antireflexní;16:9;2 ×;1 ×;;;116,8 %;;100×100;FreeSync;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2023-11-17 16:42:06;https://www.alza.cz/43-asus-rog-strix-xg43uq-levne-d6876506.htm#parametry;22 871;Rozbaleno skladem;Prodloužená záruka;"43"" (109,22 cm)";4K;3840 × 2160 px;VA;144 Hz;1 ms;1 000 cd/m2;10 bit;4000:1;Rovná;DisplayPort 1.4, HDMI 2.0, HDMI 2.1;Sluchátkový výstup, USB 3.2 Gen 1 (USB 3.0);HDMI, DisplayPort, USB;Reproduktory, HDR, Flicker-free, Filtr modrého světla;Obraz v obraze (PiP);Bílá, Černá;97,5 cm;63,1 cm;30,1 cm;15,3 kg;68 kWh/1000h;G;48 W;0,5 W;;Matný;16:9;2 ×;1 ×;;2 ×;125 %;;100×100;FreeSync;250 kWh/1000h;G;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2023-11-17 16:42:08;https://www.alza.cz/47-5-asus-rog-swift-oled-pg48uq-levne-d7643951.htm#parametry;31 531;Rozbaleno skladem;Prodloužená záruka;"48"" (121,92 cm)";4K;3840 × 2160 px;OLED;138 Hz;0,1 ms;450 cd/m2;10 bit;;Rovná;DisplayPort 1.4, HDMI 2.0, HDMI 2.1;Sluchátkový výstup, USB 3.2 Gen 1 (USB 3.0);HDMI, DisplayPort, USB;Reproduktory, Flicker-free, Filtr modrého světla;;Černá;106,8 cm;68,6 cm;26,6 cm;16,2 kg;;;300 W;0,3 W;;Matný;16:9;4 ×;1 ×;;4 ×;133 %;;300×300;G-Sync kompatibilní;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2023-11-17 16:42:09;https://www.alza.cz/28-samsung-u28r550-levne-d5757198.htm#parametry;5 322;Rozbaleno skladem;;"28"" (71,12 cm)";4K;3840 × 2160 px;IPS;60 Hz;4 ms;300 cd/m2;10 bit;1000:1;Rovná;DisplayPort 1.2, HDMI 2.0;Sluchátkový výstup;HDMI;HDR, Flicker-free, Filtr modrého světla;Obraz v obraze (PiP);Černá;63,88 cm;47,93 cm;25,05 cm;5,8 kg;32 kWh/1000h;G;;;;Matný;16:9;2 ×;1 ×;;1 ×;;;;FreeSync;40 kWh/1000h;G;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2023-11-17 16:42:11;https://www.alza.cz/24-5-zowie-by-benq-xl2566k-levne-d7499363.htm#parametry;13 329;Rozbaleno skladem;;"25"" (63,5 cm)";Full HD;1920 × 1080 px;TN;360 Hz;1 ms;320 cd/m2;;1000:1;Rovná;DisplayPort 1.4, HDMI 2.0;Sluchátkový výstup;HDMI, DisplayPort;Nastavitelná výška, Pivot, Flicker-free, Filtr modrého světla;;Černá;57,1 cm;36,6 cm;20 cm;6,2 kg;18,2 kWh/1000h;E;;;Česko, Slovensko, Maďarsko, Německo, Rusko, Rakousko, Chorvatsko, Francie, Polsko, Rumunsko, Slovinsko;Matný;16:9;2 ×;1 ×;;1 ×;;;100×100;FreeSync;;;;;;;YouTube, NETFLIX, Voyo, Disney+, Facebook;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2023-11-17 16:42:13;https://www.alza.cz/27-hp-omen-27i-levne-d6415442.htm#parametry;9 736;Rozbaleno skladem;;"27"" (68,58 cm)";Quad HD;2560 × 1440 px;IPS;165 Hz;1 ms;350 cd/m2;8 bit;1000:1;Rovná;DisplayPort 1.2, HDMI 2.0;Sluchátkový výstup, USB 3.2 Gen 1 (USB 3.0);DisplayPort, USB;Nastavitelná výška, Filtr modrého světla;;Černá;61,3 cm;52,2 cm;25,7 cm;7,75 kg;64 kWh/1000h;G;50 W;0,5 W;;Matný, Antireflexní;16:9;1 ×;1 ×;;3 ×;;;100×100;G-Sync kompatibilní, FreeSync;;;75 W;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2023-11-17 16:42:14;https://www.alza.cz/27-philips-273v7qjab-levne-d5250475.htm#parametry;2 542;Rozbaleno skladem;Prodloužená záruka;"27"" (68,58 cm)";Full HD;1920 × 1080 px;IPS;60 Hz;4 ms;250 cd/m2;;1000:1;Rovná;DisplayPort, HDMI 1.4, VGA;Sluchátkový výstup;VGA, Audio;Reproduktory, Flicker-free, Filtr modrého světla;;Černá;61,2 cm;45,3 cm;22,7 cm;4,1 kg;21 kWh/1000h;E;15,4 W;0,5 W;;Antireflexní;16:9;1 ×;;;;;;100×100;;;;;;1 ×;;;;;;;;;;1 ×;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2023-11-17 16:42:15;https://www.alza.cz/32-samsung-viewfinity-s60ua-levne-d6862740.htm#parametry;9 012;Rozbaleno skladem;;"32"" (81,28 cm)";Quad HD;2560 × 1440 px;VA;75 Hz;5 ms;300 cd/m2;;3000:1;Rovná;DisplayPort 1.2, HDMI 1.4, USB-C;Sluchátkový výstup, USB 3.2 Gen 1 (USB 3.0);;Nastavitelná výška, HDR, Pivot, Flicker-free, Filtr modrého světla;;Černá;71,7 cm;58,1 cm;21,2 cm;7,2 kg;37 kWh/1000h;G;37 W;0,3 W;Česko, Slovensko, Maďarsko, Německo, Rusko, Rakousko, Chorvatsko, Francie, Polsko, Rumunsko, Slovinsko;Matný;16:9;1 ×;1 ×;1 ×;3 ×;;;100×100;FreeSync;50 kWh/1000h;G;37 W;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2023-11-17 16:42:16;https://www.alza.cz/32-aoc-u32u1-levne-d6292719.htm#parametry;14 505;Rozbaleno skladem;Prodloužená záruka;"32"" (81,28 cm)";4K;3840 × 2160 px;IPS;60 Hz;5 ms;600 cd/m2;8 bit;1300:1;Rovná;DisplayPort 1.4, HDMI 2.0, USB-C;Sluchátkový výstup, USB 3.2 Gen 1 (USB 3.0);HDMI, DisplayPort, USB;Nastavitelná výška, Pivot, Flicker-free, Filtr modrého světla;;Černá;71,82 cm;63,34 cm;27,67 cm;10,3 kg;55 kWh/1000h;G;;;Česko, Slovensko, Maďarsko, Německo, Rusko, Rakousko, Chorvatsko, Francie, Polsko, Rumunsko, Slovinsko;Antireflexní;16:9;2 ×;1 ×;1 ×;3 ×;135 %;;100×100;;80 kWh/1000h;G;;100 %;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2023-11-17 16:42:17;https://www.alza.cz/31-5-hp-m32f-levne-d7057294.htm#parametry;3 992;Rozbaleno skladem;;"31,5"" (80,01 cm)";Full HD;1920 × 1080 px;VA;75 Hz;7 ms;300 cd/m2;;;Rovná;HDMI 1.4;;HDMI;Filtr modrého světla;;Stříbrná;71 cm;49 cm;22 cm;5,1 kg;21 kWh/1000h;D;;;;Antireflexní;16:9;1 ×;;;;99 %;;;FreeSync;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2023-11-17 16:42:19;https://www.alza.cz/32-viewsonic-va3209-2k-mhd-levne-d7668711.htm#parametry;5 026;Rozbaleno skladem;Bez rozšířené záruky;"31,5"" (80,01 cm)";Quad HD;2560 × 1440 px;IPS;75 Hz;4 ms;250 cd/m2;10 bit;1200:1;Rovná;DisplayPort 1.4, HDMI 1.4;Sluchátkový výstup;HDMI;Reproduktory, HDR, Flicker-free, Filtr modrého světla;;Černá;71,4 cm;52 cm;23,1 cm;7,3 kg;32 kWh/1000h;F;32 W;0,5 W;Česko, Slovensko, Maďarsko, Německo, Rusko, Rakousko, Chorvatsko, Francie, Polsko, Rumunsko, Slovinsko;Antireflexní;16:9;2 ×;1 ×;;;;;100×100;FreeSync;36 kWh/1000h;F;37 W;;;F;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2023-11-17 16:42:20;https://www.alza.cz/23-8-dell-u2422he-ultrasharp-levne-d6542036.htm#parametry;6 173;Rozbaleno skladem;;"23,8"" (60,45 cm)";Full HD;1920 × 1080 px;IPS;60 Hz;8 ms;250 cd/m2;;1000:1;Rovná;DisplayPort 1.4, HDMI 1.4, USB-C;RJ-45 (LAN), Sluchátkový výstup;;Nastavitelná výška, Pivot;;Černá, Stříbrná;53,76 cm;36,4 cm;17,96 cm;6,06 kg;12 kWh/1000h;C;;;Česko, Slovensko, Maďarsko, Německo, Rusko, Rakousko, Chorvatsko, Francie, Polsko, Rumunsko, Slovinsko;Matný;16:9;1 ×;1 ×;3 ×;3 ×;;90 W;100×100;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2023-11-17 16:42:21;https://www.alza.cz/28-asus-tuf-gaming-vg28uql1a-levne-d6992306.htm#parametry;13 112;Rozbaleno skladem;;"28"" (71,12 cm)";4K;3840 × 2160 px;IPS;144 Hz;1 ms;350 cd/m2;10 bit;1000:1;Rovná;DisplayPort 1.4, HDMI 2.0, HDMI 2.1;Sluchátkový výstup, USB 3.2 Gen 2 (USB 3.1);;Reproduktory, Nastavitelná výška, HDR, Pivot, Filtr modrého světla;Obraz v obraze (PiP);Černá;64 cm;37 cm;7 cm;7 kg;27 kWh/1000h;F;33 W;0,5 W;;Matný;16:9;4 ×;1 ×;;2 ×;;;100×100;FreeSync;60 kWh/1000h;G;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
