Scraping time;Link;Price;Availability;Rozšířená záruka;Úhlopříčka;Typ rozlišení;Rozlišení;Typ panelu;Obnovovací frekvence;Odezva;Maximální jas;Barevná hloubka;Kontrast;Konstrukce;Typ připojení;Další připojení;Kabely v balení;Hlavní funkce;Další funkce;Barva;Šířka;Výška;Hloubka;Hmotnost;Spotřeba v SDR režimu;Energetická třída v SDR režimu;Typická spotřeba;Stand-by spotřeba (pohotovostní);Země;Povrch displeje;Poměr stran;HDMI;DisplayPort;USB-C;USB;Barevné pokrytí (sRGB);Maximální výkon Power Delivery;VESA uchycení;Synchronizace obrazu;Spotřeba v HDR režimu;Energetická třída v HDR režimu;Maximální spotřeba;Barevné pokrytí (Adobe RGB);VGA;Třída energetické účinnosti;Aplikace;Thunderbolt / USB 4;Provozní čas;Provozní teplota (min.);Provozní teplota (max.);Relativní vlhkost (min.);Relativní vlhkost (max.);mini DisplayPort;DVI;Maximální rozlišení;Obnovovací frekvence panelu;Technologie;Další vlastnosti obrazu;Podporované HDR standardy;Operační systém;Typ;Modelový rok;SMART funkce;Kompatibilita s hlasovým asistentem;Multimediální funkce;Herní funkce;Bezdrátové připojení;Vstupy a výstupy;Typ tuneru;Výška bez podstavce;Šířka podstavce / rozteč nožiček;Ovladač v balení;Hloubka bez podstavce;Úhlopříčka displeje;Platforma;Konektivita;Obnovovací frekvence displeje;Typ grafické karty;Konvertibilita;Optická mechanika;Výška maximální;Podsvícení
2023-11-17 16:42:23;https://www.alza.cz/13-3-prenosny-lcd-monitor-misura-levne-d6407011.htm#parametry;8 190;Rozbaleno skladem;;"13,3"" (33,78 cm)";Full HD;1920 × 1080 px;IPS;60 Hz;25 ms;220 cd/m2;;1000:1;Přenosná;HDMI 2.0, USB-C;;HDMI, USB-C, USB;HDR, Filtr modrého světla;;Černá;35,3 cm;23,3 cm;2,5 cm;1,5 kg;5 kWh/1000h;A;8 W;0,5 W;;Lesklý;16:9;2 ×;;4 ×;;;;;;6 kWh/1000h;B;;;;A;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2023-11-17 16:42:25;https://www.alza.cz/24-eizo-flexscan-ev2480-bk-levne-d6591080.htm#parametry;7 026;Rozbaleno skladem;Prodloužená záruka;"23,8"" (60,45 cm)";Full HD;1920 × 1080 px;IPS;60 Hz;5 ms;250 cd/m2;8 bit;1000:1;Rovná;DisplayPort 1.3, HDMI 1.4, USB-C;USB 3.2 Gen 1 (USB 3.0);;Reproduktory, Nastavitelná výška, Pivot, Flicker-free, Filtr modrého světla;Automatická regulace jasu, Senzor přítomnosti;Černá;53,8 cm;47,36 cm;23,3 cm;5,9 kg;12 kWh/1000h;C;11 W;0,5 W;;Antireflexní;16:9;1 ×;1 ×;1 ×;4 ×;98 %;;100×100;;;;142 W;;;C;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2023-11-17 16:42:26;https://www.alza.cz/31-5-hp-omen-32q-sleva-d8051384.htm#parametry;5 749;Zánovní skladem;;"31,5"" (80,01 cm)";Quad HD;2560 × 1440 px;IPS;165 Hz;1 ms;400 cd/m2;;1000:1;Rovná;DisplayPort 1.4, HDMI 2.0;;;Nastavitelná výška, HDR, Filtr modrého světla;;Černá;71,35 cm;61,88 cm;24,33 cm;8,98 kg;;;;;;Matný;16:9;2 ×;1 ×;;;99 %;;;;;F;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2023-11-17 16:42:27;https://www.alza.cz/27-msi-mpg-artymis-273cqr-qd-levne-d7579037.htm#parametry;12 693;Rozbaleno skladem;Bez rozšířené záruky;"27"" (68,58 cm)";Quad HD;2560 × 1440 px;VA;165 Hz;1 ms;530 cd/m2;10 bit;3000:1;Prohnutá;DisplayPort 1.2, HDMI 2.0, USB-C;USB 2.0, Sluchátkový výstup;;Nastavitelná výška, HDR, Flicker-free, Filtr modrého světla;Automatická regulace jasu, Power Delivery;Černá;60,71 cm;52,78 cm;26,09 cm;6,7 kg;32 kWh/1000h;G;;;Česko, Slovensko, Maďarsko, Německo, Rusko, Rakousko, Chorvatsko, Francie, Polsko, Rumunsko, Slovinsko;Antireflexní;16:9;2 ×;1 ×;1 ×;3 ×;128 %;;100×100;FreeSync;57 kWh/1000h;G;;93 %;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2023-11-17 16:42:29;https://www.alza.cz/27-samsung-smart-monitor-m5-bila-levne-d7304788.htm#parametry;4 792;Rozbaleno skladem;Bez rozšířené záruky;"27"" (68,58 cm)";Full HD;1920 × 1080 px;VA;60 Hz;4 ms;250 cd/m2;;3000:1;Rovná;HDMI 1.4;USB 2.0, WiFi;HDMI;Reproduktory, HDR, Flicker-free, Filtr modrého světla;SMART;Bílá;61,6 cm;45,6 cm;19,4 cm;4,8 kg;26 kWh/1000h;F;;;Česko, Slovensko, Maďarsko, Německo, Rusko, Rakousko, Chorvatsko, Francie, Polsko, Rumunsko, Slovinsko;Matný;16:9;2 ×;;;2 ×;;;100×100;;33 kWh/1000h;G;;;;;Disney+;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2023-11-17 16:42:30;https://www.alza.cz/32-lg-ultragear-32gq850-b-levne-d7501304.htm#parametry;15 736;Rozbaleno skladem;;"31,5"" (80,01 cm)";Quad HD;2560 × 1440 px;IPS;240 Hz;1 ms;450 cd/m2;;1000:1;Rovná;DisplayPort 1.4, HDMI 2.1;USB 3.2 Gen 1 (USB 3.0);;Nastavitelná výška, HDR, Pivot;;Černá;71,37 cm;61,47 cm;27,69 cm;8,21 kg;33 kWh/1000h;G;;;;;16:9;1 ×;1 ×;;3 ×;;;100×100;G-Sync kompatibilní, FreeSync;79 kWh/1000h;G;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2023-11-17 16:42:31;https://www.alza.cz/27-hp-omen-x-27-bazar-d6460468.htm#parametry;8 436;Použité skladem;;"27"" (68,58 cm)";Quad HD;2560 × 1440 px;TN;240 Hz;1 ms;400 cd/m2;8 bit;1000:1;Rovná;DisplayPort 1.4, HDMI 2.0;USB 3.2 Gen 1 (USB 3.0);HDMI, DisplayPort, USB;Nastavitelná výška, Filtr modrého světla;;Černá;61,4 cm;53,4 cm;27,3 cm;7,1 kg;32 kWh/1000h;G;30 W;0,5 W;Česko, Slovensko, Maďarsko, Německo, Rusko, Rakousko, Chorvatsko, Francie, Polsko, Rumunsko, Slovinsko;Matný, Antireflexní;16:9;1 ×;1 ×;;2 ×;100 %;;100×100;;;;65 W;80 %;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2023-11-17 16:42:33;https://www.alza.cz/27-hp-omen-x-27-levne-d5848681.htm#parametry;10 980;Rozbaleno skladem;;"27"" (68,58 cm)";Quad HD;2560 × 1440 px;TN;240 Hz;1 ms;400 cd/m2;8 bit;1000:1;Rovná;DisplayPort 1.4, HDMI 2.0;USB 3.2 Gen 1 (USB 3.0);HDMI, DisplayPort, USB;Nastavitelná výška, Filtr modrého světla;;Černá;61,4 cm;53,4 cm;27,3 cm;7,1 kg;32 kWh/1000h;G;30 W;0,5 W;Česko, Slovensko, Maďarsko, Německo, Rusko, Rakousko, Chorvatsko, Francie, Polsko, Rumunsko, Slovinsko;Matný, Antireflexní;16:9;1 ×;1 ×;;2 ×;100 %;;100×100;;;;65 W;80 %;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2023-11-17 16:42:35;https://www.alza.cz/27-hp-omen-x-27-sleva-d6997036.htm#parametry;10 445;Zánovní skladem;;"27"" (68,58 cm)";Quad HD;2560 × 1440 px;TN;240 Hz;1 ms;400 cd/m2;8 bit;1000:1;Rovná;DisplayPort 1.4, HDMI 2.0;USB 3.2 Gen 1 (USB 3.0);HDMI, DisplayPort, USB;Nastavitelná výška, Filtr modrého světla;;Černá;61,4 cm;53,4 cm;27,3 cm;7,1 kg;32 kWh/1000h;G;30 W;0,5 W;Česko, Slovensko, Maďarsko, Německo, Rusko, Rakousko, Chorvatsko, Francie, Polsko, Rumunsko, Slovinsko;Matný, Antireflexní;16:9;1 ×;1 ×;;2 ×;100 %;;100×100;;;;65 W;80 %;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2023-11-17 16:42:36;https://www.alza.cz/24-samsung-s24r650-sleva-d8082723.htm#parametry;2 912;Zánovní skladem;;"24"" (60,96 cm)";Full HD;1920 × 1080 px;IPS;75 Hz;5 ms;250 cd/m2;;1000:1;Rovná;DisplayPort 1.2, HDMI 1.4, VGA;USB 2.0, Sluchátkový výstup, USB 3.2 Gen 1 (USB 3.0);HDMI;Nastavitelná výška, Pivot, Flicker-free, Filtr modrého světla;;Černá;53,94 cm;47,38 cm;20,05 cm;5,1 kg;18 kWh/1000h;E;18 W;0,3 W;;Matný;16:9;1 ×;1 ×;;4 ×;;;100×100;FreeSync;;;;;1 ×;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2023-11-17 16:42:38;https://www.alza.cz/27-aoc-27p2c-levne-d6275868.htm#parametry;4 552;Rozbaleno skladem;Prodloužená záruka;"27"" (68,58 cm)";Full HD;1920 × 1080 px;IPS;75 Hz;4 ms;250 cd/m2;8 bit;1000:1;Rovná;DisplayPort 1.2, HDMI 1.4, USB-C;Sluchátkový výstup, USB 3.2 Gen 1 (USB 3.0);;Reproduktory, Nastavitelná výška, Pivot, Flicker-free, Filtr modrého světla;;Černá;61,36 cm;54,45 cm;20,01 cm;5,87 kg;21 kWh/1000h;E;27 W;0,3 W;Česko, Slovensko, Maďarsko, Německo, Rusko, Rakousko, Chorvatsko, Francie, Polsko, Rumunsko, Slovinsko;Antireflexní;16:9;1 ×;1 ×;1 ×;4 ×;100 %;;100×100;G-Sync kompatibilní;23 kWh/1000h;F;27 W;73 %;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2023-11-17 16:42:39;https://www.alza.cz/24-samsung-s40ua-levne-d7989997.htm#parametry;4 392;Rozbaleno skladem;Bez rozšířené záruky;"24"" (60,96 cm)";Full HD;1920 × 1080 px;IPS;75 Hz;5 ms;250 cd/m2;;1000:1;Rovná;DisplayPort 1.2, HDMI 1.4, USB-C;USB 2.0, Sluchátkový výstup, USB 3.2 Gen 1 (USB 3.0);HDMI, USB-C;Nastavitelná výška, Pivot, Flicker-free, Filtr modrého světla;Power Delivery;Černá;54,5 cm;51,2 cm;18,3 cm;5,2 kg;15 kWh/1000h;E;;;Česko, Slovensko, Maďarsko, Německo, Rusko, Rakousko, Chorvatsko, Francie, Polsko, Rumunsko, Slovinsko;Matný;16:9;1 ×;1 ×;1 ×;4 ×;;;100×100;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2023-11-17 16:42:41;https://www.alza.cz/24-5-acer-nitro-xv252qf-gaming-levne-d6629312.htm#parametry;7 782;Rozbaleno skladem;Bez rozšířené záruky;"24,5"" (62,23 cm)";Full HD;1920 × 1080 px;IPS;390 Hz;1 ms;400 cd/m2;8 bit;;Rovná;DisplayPort 1.4, HDMI 2.0;;;Pivot, Flicker-free, Filtr modrého světla;;Černá;55,8 cm;50,3 cm;23,4 cm;3,53 kg;23 kWh/1000h;F;;;Česko, Slovensko, Maďarsko, Německo, Rusko, Rakousko, Chorvatsko, Francie, Polsko, Rumunsko, Slovinsko;Matný;16:9;2 ×;1 ×;;;99 %;;100×100;;41 kWh/1000h;G;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2023-11-17 16:42:42;https://www.alza.cz/24-hp-e24mv-levne-d7627131.htm#parametry;3 807;Rozbaleno skladem;;"23,8"" (60,45 cm)";Full HD;1920 × 1080 px;IPS;60 Hz;5 ms;250 cd/m2;;1000:1;Rovná;DisplayPort 1.2, HDMI 1.4, VGA;Sluchátkový výstup;HDMI, DisplayPort, USB;Reproduktory, Nastavitelná výška, Flicker-free, Filtr modrého světla;Webkamera;Černá, Stříbrná;53,94 cm;53,07 cm;21,6 cm;6,5 kg;16 kWh/1000h;E;;;Česko, Slovensko, Maďarsko, Německo, Rusko, Rakousko, Chorvatsko, Francie, Polsko, Rumunsko, Slovinsko;Matný, Antireflexní;16:9;1 ×;1 ×;;5 ×;;;100×100;;;;;;1 ×;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2023-11-17 16:42:43;https://www.alza.cz/23-8-dell-s2421hn-levne-d6231434.htm#parametry;2 729;Rozbaleno skladem;;"23,8"" (60,45 cm)";Full HD;1920 × 1080 px;IPS;75 Hz;4 ms;250 cd/m2;;1000:1;Rovná;HDMI 1.4;Sluchátkový výstup;HDMI;Flicker-free, Filtr modrého světla;;Stříbrná;53,78 cm;41,28 cm;15,28 cm;3,3 kg;12 kWh/1000h;D;16 W;0,3 W;;Antireflexní;16:9;2 ×;;;;;;100×100;FreeSync;;;21 W;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2023-11-17 16:42:45;https://www.alza.cz/31-5-lg-ultragear-32gp850-levne-d7693730.htm#parametry;9 540;Rozbaleno skladem;;"31,5"" (80,01 cm)";Quad HD;2560 × 1440 px;IPS;165 Hz;;350 cd/m2;;1000:1;Rovná;DisplayPort 1.4, HDMI 2.0;Sluchátkový výstup, USB 3.2 Gen 1 (USB 3.0);;HDR, Pivot, Flicker-free;;Černá, Červená;71,47 cm;60,03 cm;29,21 cm;7,2 kg;;F;;;Česko, Slovensko, Maďarsko, Německo, Rusko, Rakousko, Chorvatsko, Francie, Polsko, Rumunsko, Slovinsko;Antireflexní;16:9;2 ×;1 ×;;1 ×;98 %;;100×100;FreeSync;48 kWh/1000h;F;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2023-11-17 16:42:46;https://www.alza.cz/24-hp-e24q-g4-levne-d6637446.htm#parametry;5 993;Rozbaleno skladem;;"24"" (60,96 cm)";Quad HD;2560 × 1440 px;IPS;60 Hz;5 ms;250 cd/m2;;1000:1;Rovná;DisplayPort 1.2, HDMI 1.4, VGA;;HDMI, DisplayPort, USB;Nastavitelná výška, Pivot, Flicker-free, Filtr modrého světla;;Černá, Stříbrná;53,94 cm;49,49 cm;20,7 cm;5,7 kg;19 kWh/1000h;E;;;;Matný, Antireflexní;16:9;1 ×;1 ×;;5 ×;;;100×100;;;;;;1 ×;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2023-11-17 16:42:47;https://www.alza.cz/24-philips-243b1-levne-d6229790.htm#parametry;5 059;Rozbaleno skladem;;"24"" (60,96 cm)";Full HD;1920 × 1080 px;IPS;75 Hz;4 ms;250 cd/m2;8 bit;1000:1;Rovná;DisplayPort 1.2, HDMI 1.4, USB-C;RJ-45 (LAN), Sluchátkový výstup, USB 3.2 Gen 1 (USB 3.0);HDMI, DisplayPort, USB;Reproduktory, Nastavitelná výška, Pivot, Flicker-free, Filtr modrého světla;Daisy Chain, Automatická regulace jasu, Power Delivery, Senzor přítomnosti;Černá;54 cm;50,1 cm;20,5 cm;4,98 kg;18 kWh/1000h;E;15,2 W;0,5 W;;Antireflexní;16:9;1 ×;1 ×;1 ×;;107 %;65 W;100×100;;;;16,4 W;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2023-11-17 16:42:50;https://www.alza.cz/27-philips-279c9-levne-d6362970.htm#parametry;10 693;Rozbaleno skladem;Prodloužená záruka;"27"" (68,58 cm)";4K;3840 × 2160 px;IPS;60 Hz;;400 cd/m2;10 bit;1300:1;Rovná;DisplayPort 1.2, HDMI 2.0, USB-C;Sluchátkový výstup, USB 3.2 Gen 2 (USB 3.1);;HDR, Pivot, Flicker-free, Filtr modrého světla;;Černá;61,2 cm;52,7 cm;21,8 cm;8,41 kg;31 kWh/1000h;G;25,72 W;0,5 W;Česko, Slovensko, Maďarsko, Německo, Rusko, Rakousko, Chorvatsko, Francie, Polsko, Rumunsko, Slovinsko;Antireflexní;16:9;2 ×;1 ×;1 ×;4 ×;109 %;;100×100;G-Sync kompatibilní;;;26 W;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2023-11-17 16:42:52;https://www.alza.cz/27-philips-279c9-sleva-d7079089.htm#parametry;10 200;Zánovní skladem;Prodloužená záruka;"27"" (68,58 cm)";4K;3840 × 2160 px;IPS;60 Hz;;400 cd/m2;10 bit;1300:1;Rovná;DisplayPort 1.2, HDMI 2.0, USB-C;Sluchátkový výstup, USB 3.2 Gen 2 (USB 3.1);;HDR, Pivot, Flicker-free, Filtr modrého světla;;Černá;61,2 cm;52,7 cm;21,8 cm;8,41 kg;31 kWh/1000h;G;25,72 W;0,5 W;Česko, Slovensko, Maďarsko, Německo, Rusko, Rakousko, Chorvatsko, Francie, Polsko, Rumunsko, Slovinsko;Antireflexní;16:9;2 ×;1 ×;1 ×;4 ×;109 %;;100×100;G-Sync kompatibilní;;;26 W;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2023-11-17 16:42:53;https://www.alza.cz/27-sony-inzone-m9-sony-inzone-h3-d7400846.htm#parametry;26 990;Skladem > 5 ks;;"27"" (68,58 cm)";4K;3840 × 2160 px;IPS;144 Hz;1 ms;600 cd/m2;;1000:1;Rovná;DisplayPort 1.4, HDMI 2.1, USB-C;;;Nastavitelná výška, HDR;;Bílá;61,5 cm;47,9 cm;24,8 cm;6,8 kg;139 kWh/1000h;G;;;;Antireflexní;16:9;2 ×;1 ×;1 ×;;;;;G-Sync kompatibilní;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2023-11-17 16:42:55;https://www.alza.cz/31-5-msi-g322cqp-levne-d7598562.htm#parametry;7 281;Rozbaleno skladem;Bez rozšířené záruky;"31,5"" (80,01 cm)";Quad HD;2560 × 1440 px;VA;170 Hz;1 ms;250 cd/m2;10 bit;2500:1;Prohnutá;DisplayPort 1.2, HDMI 2.0;Sluchátkový výstup;;Nastavitelná výška, Filtr modrého světla;;Černá;70,1 cm;48 cm;26,9 cm;7,7 kg;33 kWh/1000h;G;;0,5 W;Česko, Slovensko, Maďarsko, Německo, Rusko, Rakousko, Chorvatsko, Francie, Polsko, Rumunsko, Slovinsko;Antireflexní;16:9;2 ×;1 ×;;;115,4 %;;100×100;FreeSync;65 kWh/1000h;G;;89,8 %;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2023-11-17 16:42:57;https://www.alza.cz/13-asus-zenscreen-oled-mq13ah-d7356240.htm#parametry;11 390;Skladem 1 ks u dodavatele;Prodloužená záruka;"13"" (33,02 cm)";Full HD;1920 × 1080 px;OLED;60 Hz;1 ms;400 cd/m2;10 bit;1000000:1;Rovná;mini HDMI, USB-C;;USB-C, MiniHDMI na HDMI;HDR, Flicker-free, Filtr modrého světla;;Černá, Šedá;30,82 cm;19,71 cm;8,95 cm;0,49 kg;7 kWh/1000h;C;10 W;0,5 W;;Lesklý;16:9;1 ×;;2 ×;;;;;;9 kWh/1000h;D;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2023-11-17 16:42:58;https://www.alza.cz/32-asus-rog-swift-pg329q-levne-d6369196.htm#parametry;15 899;Rozbaleno skladem;Prodloužená záruka;"32"" (81,28 cm)";Quad HD;2560 × 1440 px;IPS;175 Hz;1 ms;600 cd/m2;10 bit;1000:1;Rovná;DisplayPort 1.2, HDMI 2.0;Sluchátkový výstup, USB 3.2 Gen 1 (USB 3.0);;Nastavitelná výška, HDR, Flicker-free, Filtr modrého světla;;Černá;72,9 cm;55,2 cm;29,3 cm;9,5 kg;42 kWh/1000h;G;43 W;0,5 W;;Matný;16:9;2 ×;1 ×;;2 ×;160 %;;100×100;G-Sync kompatibilní;91 kWh/1000h;G;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2023-11-17 16:43:00;https://www.alza.cz/34-asus-rog-strix-xg349c-levne-d6809238.htm#parametry;19 672;Rozbaleno skladem;Prodloužená záruka;"34"" (86,36 cm)";Ultra Wide QHD;3440 × 1440 px;IPS;180 Hz;1 ms;400 cd/m2;10 bit;1000:1;Prohnutá;DisplayPort 1.4, HDMI 2.0, USB-C;Sluchátkový výstup, USB 3.2 Gen 1 (USB 3.0);HDMI, DisplayPort, USB-C, USB;Reproduktory, Nastavitelná výška, HDR, Flicker-free, Filtr modrého světla;Power Delivery;Černá;81,5 cm;36,6 cm;14,2 cm;9,2 kg;34 kWh/1000h;G;;;;Matný;21:9;1 ×;1 ×;;3 ×;;18 W;100×100;G-Sync kompatibilní;35 kWh/1000h;G;;98 %;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2023-11-17 16:43:01;https://www.alza.cz/27-philips-27b1u5601h-sleva-d7791020.htm#parametry;7 985;Zánovní skladem;;"27"" (68,58 cm)";Quad HD;2560 × 1440 px;IPS;75 Hz;4 ms;350 cd/m2;8 bit;1000:1;Rovná;DisplayPort 1.4, HDMI 1.4, USB-C;RJ-45 (LAN), Sluchátkový výstup, USB 3.2 Gen 2 (USB 3.1);HDMI, DisplayPort, USB-C;Reproduktory, Nastavitelná výška, Pivot, Flicker-free, Filtr modrého světla;Webkamera, Power Delivery;Černá;61,3 cm;53,7 cm;22,5 cm;7,3 kg;21,5 kWh/1000h;F;;;Česko, Slovensko, Maďarsko, Německo, Rusko, Rakousko, Chorvatsko, Francie, Polsko, Rumunsko, Slovinsko;Antireflexní;16:9;1 ×;1 ×;1 ×;4 ×;101 %;100 W;100×100;;;;;89 %;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2023-11-17 16:43:02;https://www.alza.cz/27-sony-inzone-m9-sony-inzone-h9-d7400851.htm#parametry;31 999;Skladem > 5 ks;;"27"" (68,58 cm)";4K;3840 × 2160 px;IPS;144 Hz;1 ms;600 cd/m2;;1000:1;Rovná;DisplayPort 1.4, HDMI 2.1, USB-C;;;Nastavitelná výška, HDR;;Bílá;61,5 cm;47,9 cm;24,8 cm;6,8 kg;139 kWh/1000h;G;;;;Antireflexní;16:9;2 ×;1 ×;1 ×;;;;;G-Sync kompatibilní;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2023-11-17 16:43:04;https://www.alza.cz/24-eizo-coloredge-cs2420-sleva-d4841758.htm#parametry;14 267;Zánovní skladem;Prodloužená záruka;"24"" (60,96 cm)";Full HD;1920 × 1200 px;IPS;60 Hz;15 ms;350 cd/m2;10 bit;1000:1;Rovná;DisplayPort, DVI, HDMI 1.4;USB 3.2 Gen 1 (USB 3.0);HDMI, DisplayPort, USB;Nastavitelná výška, Pivot;;Černá;55,4 cm;55,1 cm;24,5 cm;8 kg;;G;26 W;0,6 W;;Antireflexní;16:10;;;;;;;100×100;;;;92 W;99 %;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2023-11-17 16:43:06;https://www.alza.cz/corsair-xeneon-27qhd240-levne-d7805717.htm#parametry;22 069;Rozbaleno skladem;;"27"" (68,58 cm)";Quad HD;2560 × 1440 px;OLED;240 Hz;0,03 ms;1 000 cd/m2;10 bit;1500000:1;Rovná;DisplayPort 1.4, HDMI 2.1, USB-C;USB 3.2 Gen 1 (USB 3.0);;Nastavitelná výška, HDR, Pivot, Flicker-free;;Černá;;;;;;;;;;Antireflexní;16:9;2 ×;1 ×;2 ×;4 ×;100 %;;100×100;G-Sync kompatibilní;;;;98,5 %;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2023-11-17 16:43:07;https://www.alza.cz/27-hp-z27q-g3-levne-d7355186.htm#parametry;7 076;Rozbaleno skladem;;"27"" (68,58 cm)";Quad HD;2560 × 1440 px;IPS;;5 ms;350 cd/m2;;1000:1;Rovná;DisplayPort 1.4, HDMI 2.0;;DisplayPort;Nastavitelná výška, Flicker-free, Filtr modrého světla;;Černá;61,23 cm;53,04 cm;20,5 cm;5,8 kg;23 kWh/1000h;F;;;Česko, Slovensko, Maďarsko, Německo, Rusko, Rakousko, Chorvatsko, Francie, Polsko, Rumunsko, Slovinsko;Matný, Antireflexní;16:9;1 ×;2 ×;;5 ×;99 %;;100×100;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2023-11-17 16:43:09;https://www.alza.cz/32-philips-329m1rv-00-levne-d7192401.htm#parametry;19 262;Rozbaleno skladem;Prodloužená záruka;"31,5"" (80,01 cm)";4K;3840 × 2160 px;IPS;144 Hz;1 ms;500 cd/m2;10 bit;1000:1;Rovná;DisplayPort 1.4, HDMI 2.1, USB-C;Sluchátkový výstup, USB 3.2 Gen 2×2;HDMI, DisplayPort, USB-C;Reproduktory, Nastavitelná výška, Flicker-free, Filtr modrého světla;Obraz v obraze (PiP);Černá;71,5 cm;59,6 cm;29,7 cm;11,63 kg;41 kWh/1000h;G;;;Česko, Slovensko, Maďarsko, Německo, Rusko, Rakousko, Chorvatsko, Francie, Polsko, Rumunsko, Slovinsko;Antireflexní;16:9;3 ×;1 ×;1 ×;4 ×;124 %;;100×100;FreeSync;89 kWh/1000h;G;;111 %;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2023-11-17 16:43:11;https://www.alza.cz/55-samsung-odyssey-ark-levne-d8072684.htm#parametry;49 792;Rozbaleno skladem;;"55"" (139,7 cm)";4K;3840 × 2160 px;Mini LED;165 Hz;1 ms;1 000 cd/m2;;;Prohnutá;HDMI 2.1;RJ-45 (LAN), USB 2.0, Sluchátkový výstup;;Pivot, Flicker-free;SMART;Černá;117,6 cm;110,23 cm;38,1 cm;42 kg;84 kWh/1000h;G;;;;;16:9;;;;2 ×;;;200×200;FreeSync;205 kWh/1000h;G;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2023-11-17 16:43:13;https://www.alza.cz/43-samsung-odyssey-g70nc-neo-levne-d7690771.htm#parametry;18 031;Rozbaleno skladem;Bez rozšířené záruky;"43"" (109,22 cm)";4K;3840 × 2160 px;VA;144 Hz;1 ms;400 cd/m2;;4250:1;Rovná;DisplayPort 1.4, HDMI 2.1;RJ-45 (LAN), Sluchátkový výstup, WiFi, USB 3.2 Gen 1 (USB 3.0);DisplayPort;Reproduktory, HDR, Flicker-free, Filtr modrého světla;Automatická regulace jasu, SMART;Bílá, Černá;96,1 cm;63,5 cm;25,4 cm;11,7 kg;54 kWh/1000h;G;;;Česko, Slovensko, Maďarsko, Německo, Rusko, Rakousko, Chorvatsko, Francie, Polsko, Rumunsko, Slovinsko;Matný;16:9;2 ×;1 ×;;2 ×;;;200×200;FreeSync;105 kWh/1000h;G;;;;;O2 TV, YouTube, NETFLIX, Voyo, Disney+;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2023-11-17 16:43:15;https://www.alza.cz/43-samsung-smart-monitor-m7-cerna-levne-d7136361.htm#parametry;12 292;Rozbaleno skladem;Bez rozšířené záruky;"43"" (109,22 cm)";4K;3840 × 2160 px;VA;60 Hz;4 ms;300 cd/m2;;5000:1;Rovná;HDMI 2.0, USB-C;USB 2.0;HDMI;Reproduktory, HDR, Flicker-free, Filtr modrého světla;SMART;Černá;96,6 cm;63 cm;24,8 cm;10,6 kg;65 kWh/1000h;G;;;Česko, Slovensko, Maďarsko, Německo, Rusko, Rakousko, Chorvatsko, Francie, Polsko, Rumunsko, Slovinsko;Matný;16:9;2 ×;;1 ×;3 ×;;;200×200;;125 kWh/1000h;G;;;;;Disney+;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
